project_id,asset_class,database,sector_code,country,region,invest_usd,tier,supplying_sector,sourcing_region,sourcing_share,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$
Proj_001,Health,exiobase,Health_Social,LATAM,LATAM,250000000.0,1,Water_Waste,Asia,0.1208,0.83195,114.759,12.399,9.50953,0.57405
Proj_001,Health,exiobase,Health_Social,LATAM,LATAM,250000000.0,1,Water_Waste,Africa,0.0121,0.0832,12.867,1.42,0.96972,0.0574
Proj_001,Health,exiobase,Health_Social,LATAM,LATAM,250000000.0,1,Water_Waste,Global,0.0815,0.56157,58.684,6.065,4.22298,0.38748
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Construction,Africa,0.5598,0.63052,188.374,12.552,0.75839,0.30265
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Construction,Europe,0.1009,0.1136,18.91,0.973,0.06612,0.05453
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Construction,Asia,0.1834,0.20655,57.302,3.592,0.22761,0.09915
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Construction,LATAM,0.0321,0.03615,9.257,0.556,0.03506,0.01735
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Construction,Global,0.1238,0.13942,29.753,1.757,0.10819,0.06692
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Energy_Utilities,Africa,0.6283,1.09104,346.603,7.024,2.05225,0.69827
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Energy_Utilities,Europe,0.0852,0.14792,12.861,0.463,0.14839,0.09467
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Energy_Utilities,Asia,0.1549,0.26894,75.544,1.544,0.46602,0.17212
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Energy_Utilities,LATAM,0.0271,0.04706,10.073,0.242,0.07243,0.03012
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Energy_Utilities,Global,0.1045,0.18153,30.353,0.79,0.20695,0.11618
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Manufacturing,Africa,0.538,1.60432,807.651,17.167,3.58468,0.67381
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Manufacturing,Europe,0.1059,0.31572,92.14,1.6,0.38057,0.1326
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Manufacturing,Asia,0.1925,0.57403,272.23,5.739,1.24887,0.24109
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Manufacturing,LATAM,0.0337,0.10046,43.243,0.863,0.18902,0.04219
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Manufacturing,Global,0.1299,0.38747,141.35,2.728,0.56959,0.16274
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Transport_Logistics,Africa,0.6359,0.81867,183.439,11.026,0.66961,0.4912
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Transport_Logistics,Europe,0.0834,0.10744,14.59,0.763,0.04827,0.06446
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Transport_Logistics,Asia,0.1517,0.19535,41.45,2.453,0.15528,0.11721
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Transport_Logistics,LATAM,0.0266,0.03419,6.848,0.367,0.02402,0.02051
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Transport_Logistics,Global,0.1024,0.13186,22.383,1.2,0.07595,0.07912
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Health_Social,Africa,0.6535,0.79662,148.865,20.674,1.07794,0.55763
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Health_Social,Europe,0.0794,0.0968,9.681,1.116,0.0676,0.06776
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Health_Social,Asia,0.1444,0.17599,30.572,4.004,0.22278,0.1232
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Health_Social,LATAM,0.0253,0.0308,4.945,0.632,0.03495,0.02156
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Health_Social,Global,0.0975,0.1188,15.633,1.903,0.10371,0.08316
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Agriculture,Africa,0.6438,0.3422,56.34,11.142,2.73846,0.26007
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Agriculture,Europe,0.0816,0.04338,5.42,0.649,0.14728,0.03297
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Agriculture,Asia,0.1484,0.07887,12.754,2.395,0.59294,0.05994
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Agriculture,LATAM,0.026,0.0138,2.191,0.358,0.09038,0.01049
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Agriculture,Global,0.1002,0.05324,7.826,1.171,0.25822,0.04046
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Mining_Extraction,Africa,0.5745,1.5221,651.995,14.252,3.99789,0.85238
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Mining_Extraction,Europe,0.0975,0.25831,57.728,1.146,0.35708,0.14465
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Mining_Extraction,Asia,0.1773,0.46965,189.511,4.108,1.20109,0.263
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Mining_Extraction,LATAM,0.031,0.08219,31.124,0.618,0.18179,0.04603
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Mining_Extraction,Global,0.1197,0.31701,98.4,1.953,0.54779,0.17753
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Water_Waste,Africa,0.6531,0.44589,68.961,7.609,5.1973,0.30766
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Water_Waste,Europe,0.0795,0.05428,3.971,0.457,0.34696,0.03745
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Water_Waste,Asia,0.1445,0.09869,13.614,1.471,1.12808,0.0681
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Water_Waste,LATAM,0.0253,0.01727,2.13,0.22,0.17534,0.01192
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,1,Water_Waste,Global,0.0976,0.06662,6.961,0.719,0.50096,0.04597
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Construction,Europe,0.7066,2.05344,341.799,17.594,1.1951,0.98565
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Construction,Asia,0.1505,0.43734,121.326,7.604,0.48191,0.20992
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Construction,LATAM,0.0263,0.07653,19.599,1.176,0.07424,0.03674
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Construction,Africa,0.015,0.04373,13.066,0.871,0.0526,0.02099
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Construction,Global,0.1016,0.2952,62.996,3.72,0.22908,0.1417
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Energy_Utilities,Europe,0.7522,4.02126,349.625,12.595,4.03413,2.57361
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Energy_Utilities,Asia,0.1271,0.67935,190.828,3.901,1.17718,0.43479
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Energy_Utilities,LATAM,0.0222,0.11889,25.444,0.61,0.18297,0.07609
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Energy_Utilities,Africa,0.0127,0.06794,21.582,0.437,0.12779,0.04348
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Energy_Utilities,Global,0.0858,0.45856,76.672,1.995,0.52276,0.29348
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Manufacturing,Europe,0.692,6.26173,1827.425,31.739,7.5479,2.62993
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Manufacturing,Asia,0.1579,1.42924,677.802,14.288,3.10945,0.60028
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Manufacturing,LATAM,0.0276,0.25012,107.666,2.148,0.47062,0.10505
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Manufacturing,Africa,0.0158,0.14292,71.951,1.529,0.31935,0.06003
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Manufacturing,Global,0.1066,0.96474,351.936,6.792,1.41816,0.40519
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Transport_Logistics,Europe,0.7572,2.91632,396.036,20.7,1.31024,1.74979
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Transport_Logistics,Asia,0.1245,0.47945,101.734,6.021,0.38111,0.28767
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Transport_Logistics,LATAM,0.0218,0.0839,16.806,0.901,0.05896,0.05034
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Transport_Logistics,Africa,0.0124,0.04795,10.743,0.646,0.03922,0.02877
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Transport_Logistics,Global,0.084,0.32363,54.936,2.945,0.18641,0.19418
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Health_Social,Europe,0.769,2.81454,281.499,32.464,1.96567,1.97018
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Health_Social,Asia,0.1185,0.43357,75.316,9.863,0.54883,0.3035
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Health_Social,LATAM,0.0207,0.07587,12.182,1.556,0.08611,0.05311
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Health_Social,Africa,0.0118,0.04336,8.102,1.125,0.05867,0.03035
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Health_Social,Global,0.08,0.29266,38.514,4.688,0.25549,0.20486
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Agriculture,Europe,0.7626,1.15871,144.781,17.334,3.93382,0.88062
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Agriculture,Asia,0.1218,0.18502,29.918,5.617,1.39089,0.14062
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Agriculture,LATAM,0.0213,0.03238,5.14,0.841,0.212,0.02461
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Agriculture,Africa,0.0122,0.0185,3.046,0.602,0.14806,0.01406
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Agriculture,Global,0.0822,0.12489,18.359,2.748,0.60571,0.09492
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Mining_Extraction,Europe,0.7164,4.98855,1114.881,22.125,6.89617,2.79359
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Mining_Extraction,Asia,0.1455,1.01292,408.734,8.86,2.59049,0.56724
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Mining_Extraction,LATAM,0.0255,0.17726,67.127,1.332,0.39207,0.09927
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Mining_Extraction,Africa,0.0145,0.10129,43.389,0.948,0.26605,0.05672
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Mining_Extraction,Global,0.0982,0.68372,212.227,4.212,1.18147,0.38288
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Water_Waste,Europe,0.7687,1.60048,117.075,13.482,10.23024,1.10433
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Water_Waste,Asia,0.1186,0.24694,34.062,3.68,2.82258,0.17039
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Water_Waste,LATAM,0.0208,0.04321,5.329,0.551,0.43871,0.02982
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Water_Waste,Africa,0.0119,0.02469,3.819,0.421,0.28783,0.01704
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,1,Water_Waste,Global,0.0801,0.16668,17.418,1.8,1.25345,0.11501
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Construction,Africa,0.5598,0.79777,238.342,15.882,0.95956,0.38293
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Construction,Europe,0.1009,0.14374,23.926,1.232,0.08366,0.069
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Construction,Asia,0.1834,0.26134,72.502,4.544,0.28798,0.12545
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Construction,LATAM,0.0321,0.04574,11.712,0.703,0.04436,0.02195
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Construction,Global,0.1238,0.17641,37.645,2.223,0.13689,0.08468
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Energy_Utilities,Africa,0.6283,1.39822,444.186,9.002,2.63005,0.89486
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Energy_Utilities,Europe,0.0852,0.18956,16.481,0.594,0.19017,0.12132
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Energy_Utilities,Asia,0.1549,0.34466,96.813,1.979,0.59722,0.22058
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Energy_Utilities,LATAM,0.0271,0.06032,12.908,0.31,0.09283,0.0386
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Energy_Utilities,Global,0.1045,0.23264,38.898,1.012,0.26521,0.14889
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Manufacturing,Africa,0.538,2.25815,1136.806,24.164,5.0456,0.94842
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Manufacturing,Europe,0.1059,0.44439,129.691,2.253,0.53567,0.18664
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Manufacturing,Asia,0.1925,0.80798,383.177,8.077,1.75784,0.33935
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Manufacturing,LATAM,0.0337,0.1414,60.866,1.214,0.26605,0.05939
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Manufacturing,Global,0.1299,0.54539,198.957,3.84,0.80172,0.22906
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Transport_Logistics,Africa,0.6359,1.04917,235.087,14.13,0.85814,0.6295
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Transport_Logistics,Europe,0.0834,0.13769,18.698,0.977,0.06186,0.08261
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Transport_Logistics,Asia,0.1517,0.25035,53.12,3.144,0.199,0.15021
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Transport_Logistics,LATAM,0.0266,0.04381,8.775,0.47,0.03079,0.02629
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Transport_Logistics,Global,0.1024,0.16898,28.685,1.538,0.09733,0.10139
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Health_Social,Africa,0.6535,0.88144,164.717,22.876,1.19272,0.61701
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Health_Social,Europe,0.0794,0.1071,10.712,1.235,0.0748,0.07497
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Health_Social,Asia,0.1444,0.19473,33.827,4.43,0.2465,0.13631
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Health_Social,LATAM,0.0253,0.03408,5.471,0.699,0.03868,0.02385
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Health_Social,Global,0.0975,0.13144,17.298,2.106,0.11475,0.09201
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Agriculture,Africa,0.6438,0.32952,54.252,10.729,2.63696,0.25043
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Agriculture,Europe,0.0816,0.04177,5.22,0.625,0.14182,0.03175
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Agriculture,Asia,0.1484,0.07595,12.281,2.306,0.57096,0.05772
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Agriculture,LATAM,0.026,0.01329,2.11,0.345,0.08703,0.0101
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Agriculture,Global,0.1002,0.05127,7.536,1.128,0.24864,0.03896
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Mining_Extraction,Africa,0.5745,2.00181,857.48,18.743,5.25788,1.12101
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Mining_Extraction,Europe,0.0975,0.33971,75.922,1.507,0.46962,0.19024
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Mining_Extraction,Asia,0.1773,0.61766,249.239,5.403,1.57963,0.34589
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Mining_Extraction,LATAM,0.031,0.10809,40.933,0.812,0.23908,0.06053
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Mining_Extraction,Global,0.1197,0.41692,129.412,2.568,0.72044,0.23348
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Water_Waste,Africa,0.6531,0.49647,76.784,8.472,5.78687,0.34257
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Water_Waste,Europe,0.0795,0.06044,4.421,0.509,0.38632,0.0417
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Water_Waste,Asia,0.1445,0.10989,15.158,1.638,1.25605,0.07582
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Water_Waste,LATAM,0.0253,0.01923,2.371,0.245,0.19523,0.01327
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,1,Water_Waste,Global,0.0976,0.07417,7.751,0.801,0.55779,0.05118
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Construction,Asia,0.7694,5.48226,1520.889,95.326,6.04101,2.63148
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Construction,Europe,0.0845,0.60234,100.26,5.161,0.35056,0.28912
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Construction,LATAM,0.0269,0.19165,49.079,2.946,0.1859,0.09199
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Construction,Africa,0.0154,0.10952,32.719,2.18,0.13173,0.05257
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Construction,Global,0.1038,0.73923,157.752,9.314,0.57364,0.35483
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Energy_Utilities,Asia,0.8053,8.96057,2516.989,51.452,15.52688,5.73477
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Energy_Utilities,Europe,0.0714,0.79436,69.065,2.488,0.7969,0.50839
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Energy_Utilities,LATAM,0.0227,0.25275,54.093,1.297,0.38898,0.16176
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Energy_Utilities,Africa,0.013,0.14443,45.882,0.93,0.27167,0.09243
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Energy_Utilities,Global,0.0876,0.97489,163.002,4.241,1.11138,0.62393
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Manufacturing,Asia,0.758,15.90777,7544.099,159.027,34.60894,6.68126
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Manufacturing,Europe,0.0887,1.8622,543.465,9.439,2.2447,0.78212
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Manufacturing,LATAM,0.0282,0.59252,255.058,5.089,1.11488,0.24886
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Manufacturing,Africa,0.0161,0.33858,170.45,3.623,0.75653,0.1422
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Manufacturing,Global,0.1089,2.28543,833.725,16.089,3.35958,0.95988
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Transport_Logistics,Asia,0.8093,6.67639,1416.648,83.842,5.30693,4.00584
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Transport_Logistics,Europe,0.0699,0.57699,78.355,4.095,0.25923,0.34619
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Transport_Logistics,LATAM,0.0223,0.18359,36.773,1.971,0.12901,0.11015
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Transport_Logistics,Africa,0.0127,0.10491,23.507,1.413,0.08581,0.06294
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Transport_Logistics,Global,0.0858,0.70812,120.204,6.444,0.40788,0.42487
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,1,Health_Social,Asia,0.8185,5.51996,958.884,125.57,6.98745,3.86397
